,CustomerID,Age,Tenure,Usage Frequency,Support Calls,Payment Delay,Total Spend,Last Interaction,Churn,Gender_Female,Gender_Male,Subscription Type_Basic,Subscription Type_Premium,Subscription Type_Standard,Contract Length_Annual,Contract Length_Monthly,Contract Length_Quarterly,Customer Status_active,Customer Status_inactive
19,366541,37,28.0,17,0.0,16.0,928.32,8.0,0,0,1,0,1,0,1,0,0,1,0
20,187564,40,14.0,3,0.0,2.0,198.0,20.0,0,0,1,1,0,0,0,0,1,1,0
21,80670,28,41.0,7,0.0,3.0,708.3,7.0,0,0,1,0,1,0,0,0,1,1,0
22,304125,61,25.0,14,2.0,2.0,427.0,13.0,0,1,0,0,1,0,0,1,0,1,0
23,374617,61,16.0,15,2.0,0.0,853.0,2.0,1,1,0,0,0,1,1,0,0,0,1
24,245347,22,25.0,10,10.0,0.0,966.0,7.0,1,0,1,0,1,0,0,1,0,0,1
25,417168,29,55.0,3,1.0,3.0,671.33,11.0,0,1,0,1,0,0,0,0,1,1,0
26,281354,44,20.0,30,0.0,7.0,537.28,23.0,0,0,1,0,0,1,1,0,0,1,0
27,486344,25,49.0,7,0.0,15.0,629.27,29.0,0,0,1,1,0,0,0,0,1,1,0
28,284949,43,12.0,12,1.0,20.0,599.85,8.0,0,0,1,1,0,0,1,0,0,1,0
29,80076,31,5.0,10,1.0,17.0,239.0,24.0,0,0,1,0,1,0,0,0,1,1,0
30,3940,45,24.0,1,3.0,0.0,238.0,3.0,1,1,0,1,0,0,1,0,0,0,1
31,273181,24,49.0,5,2.0,16.0,965.23,29.0,0,0,1,0,1,0,1,0,0,1,0
32,490486,32,19.0,9,0.0,0.0,534.0,2.0,1,0,1,1,0,0,1,0,0,0,1
33,275894,63,7.0,18,7.0,15.0,200.0,30.0,0,1,0,0,1,0,0,1,0,1,0
34,371252,64,60.0,3,10.0,0.0,247.0,25.0,1,0,1,0,0,1,1,0,0,0,1
35,273833,30,22.0,23,0.0,14.0,831.8,7.0,0,0,1,0,1,0,0,0,1,1,0
36,33878,20,44.0,22,0.0,0.0,717.0,22.0,1,1,0,1,0,0,1,0,0,0,1
37,110293,48,7.0,24,4.0,7.0,756.26,8.0,0,0,1,0,0,1,1,0,0,1,0
38,596,46,36.0,7,0.0,1.0,782.02,22.0,0,0,1,0,1,0,0,0,1,1,0
39,253831,36,33.0,8,0.0,8.0,707.35,21.0,0,0,1,0,0,1,0,0,1,1,0
40,305518,49,36.0,1,0.0,15.0,878.58,13.0,0,0,1,1,0,0,0,0,1,1,0
41,2060,43,31.0,3,0.0,16.0,783.95,14.0,0,0,1,0,0,1,0,0,1,1,0
42,382091,44,49.0,29,0.0,20.0,878.37,8.0,0,0,1,0,1,0,0,0,1,1,0
43,18029,19,28.0,23,6.0,0.0,626.0,28.0,1,1,0,0,0,1,0,1,0,0,1
44,172490,44,51.0,8,4.0,2.0,795.23,2.0,0,0,1,1,0,0,1,0,0,1,0
45,402158,24,49.0,5,9.0,0.0,643.21,22.0,1,1,0,0,1,0,0,0,1,0,1
46,325847,63,24.0,30,6.0,0.0,131.0,27.0,1,1,0,0,1,0,0,0,1,0,1
47,46455,58,32.0,27,3.0,0.0,571.0,8.0,1,1,0,0,0,1,0,1,0,0,1
48,145714,48,58.0,30,4.0,9.0,581.87,8.0,0,0,1,0,0,1,1,0,0,1,0
49,413966,37,49.0,6,2.0,4.0,782.44,14.0,0,0,1,0,0,1,1,0,0,1,0
50,202685,41,49.0,30,0.0,10.0,664.9,6.0,0,1,0,1,0,0,0,0,1,1,0
51,287355,24,49.0,29,2.0,6.0,884.52,4.0,0,0,1,0,1,0,0,0,1,1,0
52,401860,38,15.0,21,0.0,8.0,681.33,10.0,0,0,1,1,0,0,0,0,1,1,0
53,209516,30,37.0,3,3.0,20.0,949.77,8.0,0,1,0,1,0,0,0,0,1,1,0
54,153581,60,34.0,4,7.0,0.0,788.0,8.0,1,0,1,0,1,0,0,0,1,0,1
55,276640,21,23.0,16,0.0,20.0,865.22,4.0,0,0,1,0,0,1,0,0,1,1,0
56,437613,34,13.0,6,6.0,0.0,999.0,11.0,1,1,0,1,0,0,0,1,0,0,1
57,267874,18,21.0,2,4.0,0.0,357.0,9.0,1,0,1,0,0,1,1,0,0,0,1
58,426833,24,48.0,7,1.0,14.0,528.28,8.0,0,1,0,0,1,0,1,0,0,1,0
59,238560,44,48.0,6,2.0,0.0,426.0,8.0,1,1,0,0,1,0,1,0,0,0,1
60,414394,41,49.0,30,4.0,15.0,523.13,16.0,0,0,1,0,0,1,0,0,1,1,0
61,169341,19,49.0,26,2.0,0.0,812.0,27.0,1,1,0,1,0,0,1,0,0,0,1
62,315237,55,22.0,1,0.0,0.0,523.0,29.0,1,0,1,1,0,0,0,1,0,0,1
63,462336,47,9.0,4,0.0,14.0,802.63,8.0,0,0,1,1,0,0,1,0,0,1,0
64,171196,53,49.0,14,7.0,6.0,908.0,20.0,0,1,0,1,0,0,1,0,0,1,0
65,440356,30,27.0,12,0.0,20.0,720.6,5.0,0,0,1,0,0,1,0,0,1,1,0
66,204982,42,53.0,22,1.0,20.0,823.69,21.0,0,0,1,1,0,0,1,0,0,1,0
67,279120,48,34.0,14,0.0,15.0,577.5,2.0,0,1,0,1,0,0,0,0,1,1,0
68,224236,47,47.0,14,2.0,4.0,879.87,29.0,0,0,1,1,0,0,0,0,1,1,0
69,13111,48,25.0,4,0.0,0.0,742.23,9.0,0,1,0,0,1,0,1,0,0,1,0
70,138949,22,28.0,20,0.0,6.0,971.8,12.0,0,0,1,0,0,1,1,0,0,1,0
71,307124,23,39.0,19,2.0,11.0,775.78,8.0,0,1,0,1,0,0,1,0,0,1,0
72,392815,53,7.0,7,6.0,9.0,299.0,15.0,0,1,0,1,0,0,0,1,0,1,0
73,376714,19,49.0,9,0.0,0.0,838.0,8.0,1,1,0,0,1,0,0,1,0,0,1
74,196456,22,47.0,16,10.0,6.0,117.0,8.0,0,0,1,1,0,0,1,0,0,1,0
75,334019,55,45.0,26,9.0,9.0,385.0,25.0,0,0,1,0,0,1,1,0,0,1,0
76,436384,40,1.0,28,0.0,0.0,275.0,21.0,1,0,1,0,1,0,0,0,1,0,1
77,435184,26,49.0,22,6.0,0.0,919.3,13.0,1,1,0,0,0,1,0,1,0,0,1
78,163495,47,58.0,1,3.0,25.0,826.0,8.0,0,1,0,1,0,0,0,0,1,1,0
79,357268,21,48.0,23,6.0,0.0,893.0,4.0,1,0,1,1,0,0,0,0,1,0,1
80,409069,48,22.0,15,4.0,0.0,112.0,9.0,1,0,1,0,0,1,1,0,0,0,1
81,175538,32,23.0,21,0.0,0.0,943.51,5.0,0,0,1,0,0,1,1,0,0,1,0
82,453283,36,49.0,22,3.0,4.0,928.2,16.0,0,0,1,0,0,1,0,0,1,1,0
83,274162,34,29.0,14,3.0,15.0,831.0,21.0,0,0,1,0,0,1,1,0,0,1,0
84,434380,35,49.0,30,0.0,0.0,443.3,2.0,1,0,1,0,0,1,1,0,0,0,1
85,409191,36,5.0,6,0.0,0.0,104.0,9.0,1,0,1,0,1,0,0,1,0,0,1
86,394122,18,49.0,5,6.0,0.0,903.0,6.0,1,0,1,0,0,1,0,1,0,0,1
87,31968,48,49.0,21,2.0,19.0,647.12,8.0,0,1,0,0,0,1,1,0,0,1,0
88,167194,25,34.0,22,10.0,0.0,359.0,1.0,1,0,1,0,1,0,0,0,1,0,1
89,390996,62,44.0,6,0.0,0.0,862.0,12.0,1,1,0,0,1,0,0,1,0,0,1
90,306039,34,34.0,30,1.0,12.0,509.15,4.0,0,0,1,0,1,0,0,0,1,1,0
91,268374,33,20.0,16,0.0,6.0,593.53,8.0,0,0,1,1,0,0,1,0,0,1,0
92,453451,22,58.0,3,2.0,16.0,668.69,24.0,0,0,1,0,0,1,1,0,0,1,0
93,397111,30,46.0,26,0.0,14.0,900.0,27.0,0,0,1,0,0,1,0,0,1,1,0
94,237962,28,49.0,25,0.0,6.0,401.0,21.0,0,1,0,0,1,0,0,1,0,1,0
95,420967,45,30.0,6,1.0,17.0,734.2,8.0,0,1,0,0,0,1,1,0,0,1,0
96,488422,47,49.0,6,0.0,0.0,489.19,21.0,1,0,1,1,0,0,0,0,1,0,1
97,359383,45,32.0,21,4.0,10.0,598.52,18.0,0,0,1,0,1,0,0,0,1,1,0
98,58722,35,12.0,27,1.0,0.0,649.0,4.0,1,0,1,1,0,0,1,0,0,0,1
99,497056,37,49.0,23,0.0,9.0,502.68,8.0,0,1,0,0,1,0,0,0,1,1,0
100,267160,47,59.0,24,3.0,1.0,834.14,14.0,0,0,1,0,0,1,1,0,0,1,0
101,7475,33,49.0,17,0.0,12.0,822.86,12.0,0,1,0,0,0,1,0,0,1,1,0
102,367922,41,20.0,25,1.0,16.0,702.45,3.0,0,0,1,0,1,0,0,0,1,1,0
103,105815,32,58.0,10,0.0,6.0,519.7,1.0,0,1,0,1,0,0,0,0,1,1,0
104,247125,45,56.0,13,8.0,0.0,883.0,12.0,1,1,0,0,0,1,0,0,1,0,1
105,138846,26,26.0,27,0.0,16.0,864.54,11.0,0,1,0,0,0,1,1,0,0,1,0
106,75718,53,45.0,13,6.0,0.0,594.0,11.0,1,0,1,0,1,0,0,1,0,0,1
107,36189,44,34.0,25,9.0,0.0,719.0,8.0,1,1,0,0,0,1,1,0,0,0,1
108,110712,42,49.0,12,0.0,2.0,558.79,29.0,0,0,1,0,1,0,1,0,0,1,0
109,177631,49,49.0,2,4.0,0.0,550.0,10.0,1,0,1,1,0,0,1,0,0,0,1
110,319900,23,44.0,27,0.0,0.0,802.0,27.0,1,1,0,1,0,0,1,0,0,0,1
111,119459,26,49.0,22,0.0,17.0,282.0,22.0,0,0,1,0,0,1,0,1,0,1,0
112,431502,45,3.0,25,4.0,12.0,619.63,11.0,0,0,1,0,0,1,1,0,0,1,0
113,179096,45,6.0,29,4.0,14.0,640.0,10.0,0,0,1,0,0,1,0,1,0,1,0
114,267973,35,13.0,6,0.0,0.0,665.0,29.0,1,0,1,1,0,0,1,0,0,0,1
115,243834,39,26.0,23,0.0,8.0,519.76,7.0,0,1,0,0,1,0,1,0,0,1,0
116,172790,23,60.0,14,2.0,0.0,345.0,2.0,1,1,0,0,0,1,0,1,0,0,1
117,21481,21,42.0,2,0.0,19.0,969.77,10.0,0,0,1,1,0,0,0,0,1,1,0
118,347040,33,48.0,30,3.0,0.0,161.8,27.0,1,1,0,0,1,0,1,0,0,0,1
119,368828,45,60.0,9,4.0,17.0,869.13,25.0,0,0,1,0,1,0,0,0,1,1,0
120,237291,37,49.0,2,7.0,0.0,603.0,4.0,1,0,1,1,0,0,0,0,1,0,1
121,178491,64,1.0,21,0.0,0.0,981.01,15.0,1,0,1,1,0,0,0,0,1,0,1
122,266459,32,58.0,25,2.0,7.0,814.77,1.0,0,1,0,1,0,0,0,0,1,1,0
123,318018,35,47.0,20,5.0,0.0,867.0,21.0,1,1,0,0,0,1,0,1,0,0,1
124,45699,50,49.0,2,0.0,8.0,855.0,15.0,0,1,0,1,0,0,0,0,1,1,0
125,191762,21,36.0,9,0.0,12.0,603.23,8.0,0,0,1,0,0,1,0,0,1,1,0
126,29890,22,49.0,16,5.0,0.0,210.0,24.0,1,0,1,1,0,0,0,1,0,0,1
127,504724,38,23.0,14,1.0,2.0,530.96,12.0,0,0,1,0,0,1,0,0,1,1,0
128,461588,36,50.0,9,3.0,19.0,691.42,8.0,0,0,1,0,1,0,1,0,0,1,0
129,137927,49,33.0,12,0.0,6.0,939.67,15.0,0,0,1,1,0,0,0,0,1,1,0
130,493728,19,5.0,29,0.0,0.0,801.28,16.0,1,0,1,0,1,0,1,0,0,0,1
131,134237,45,49.0,10,2.0,29.0,346.0,10.0,0,0,1,1,0,0,0,1,0,1,0
132,36417,26,49.0,12,7.0,0.0,343.0,8.0,1,1,0,1,0,0,1,0,0,0,1
133,250928,52,56.0,28,8.0,0.0,476.05,8.0,1,1,0,0,1,0,0,1,0,0,1
134,494041,19,21.0,3,0.0,0.0,255.0,12.0,1,1,0,0,1,0,1,0,0,0,1
135,301084,38,11.0,24,3.0,18.0,932.86,8.0,0,1,0,0,0,1,1,0,0,1,0
136,294175,31,49.0,29,3.0,1.0,693.9,2.0,0,0,1,1,0,0,1,0,0,1,0
137,320936,60,6.0,8,0.0,0.0,290.0,11.0,1,0,1,0,0,1,0,0,1,0,1
138,385533,37,54.0,26,0.0,6.0,735.3,8.0,0,1,0,0,0,1,0,0,1,1,0
139,165242,47,20.0,28,3.0,9.0,914.03,5.0,0,1,0,0,0,1,1,0,0,1,0
140,473811,49,29.0,2,0.0,9.0,796.17,11.0,0,1,0,1,0,0,1,0,0,1,0
141,468163,24,30.0,21,0.0,11.0,850.88,8.0,0,0,1,0,1,0,1,0,0,1,0
142,431545,47,56.0,3,3.0,3.0,610.03,8.0,0,1,0,0,1,0,1,0,0,1,0
143,183218,29,30.0,17,4.0,0.0,853.33,22.0,1,0,1,0,1,0,1,0,0,0,1
144,171212,61,19.0,14,5.0,0.0,976.0,2.0,1,1,0,1,0,0,1,0,0,0,1
145,421178,62,14.0,13,8.0,21.0,695.0,8.0,0,0,1,0,1,0,0,0,1,1,0
146,182307,53,57.0,23,0.0,12.0,405.0,20.0,0,0,1,1,0,0,1,0,0,1,0
147,212137,42,60.0,30,2.0,2.0,978.21,12.0,0,1,0,0,0,1,0,0,1,1,0
148,312002,43,41.0,16,2.0,4.0,634.24,11.0,0,1,0,0,1,0,0,0,1,1,0
149,268908,49,13.0,30,3.0,12.0,581.2,22.0,0,0,1,0,0,1,1,0,0,1,0
150,183405,51,28.0,21,9.0,0.0,427.0,11.0,1,1,0,1,0,0,0,0,1,0,1
151,286532,34,20.0,11,0.0,0.0,647.64,24.0,0,0,1,0,1,0,1,0,0,1,0
152,65371,46,29.0,30,3.0,5.0,720.0,2.0,0,1,0,0,1,0,0,0,1,1,0
153,247177,35,2.0,27,1.0,1.0,534.51,8.0,0,1,0,0,0,1,1,0,0,1,0
154,107529,55,9.0,15,10.0,0.0,906.68,28.0,1,0,1,0,1,0,0,0,1,0,1
155,329851,62,24.0,4,5.0,0.0,872.49,11.0,1,0,1,0,1,0,0,0,1,0,1
156,416785,38,34.0,3,3.0,15.0,918.63,8.0,0,1,0,0,1,0,0,0,1,1,0
157,26586,42,49.0,30,0.0,18.0,897.6,21.0,0,0,1,0,1,0,1,0,0,1,0
158,184966,58,49.0,9,3.0,0.0,463.0,30.0,1,1,0,1,0,0,0,0,1,0,1
159,185766,38,37.0,13,3.0,1.0,921.38,8.0,0,1,0,0,0,1,1,0,0,1,0
160,50393,46,49.0,15,2.0,3.0,892.77,11.0,0,1,0,1,0,0,0,0,1,1,0
161,125025,31,47.0,26,5.0,0.0,887.0,4.0,1,0,1,0,1,0,1,0,0,0,1
162,323069,50,15.0,24,3.0,18.0,849.84,3.0,0,0,1,0,0,1,0,0,1,1,0
163,235724,50,37.0,10,8.0,0.0,834.0,17.0,1,0,1,1,0,0,1,0,0,0,1
164,359621,48,49.0,11,0.0,14.0,879.0,22.0,0,1,0,1,0,0,0,0,1,1,0
165,276690,38,60.0,4,0.0,3.0,839.44,13.0,0,1,0,0,0,1,1,0,0,1,0
166,95086,36,37.0,25,2.0,14.0,617.59,8.0,0,0,1,1,0,0,0,0,1,1,0
167,448305,60,29.0,16,2.0,0.0,567.17,26.0,1,0,1,1,0,0,0,0,1,0,1
168,98950,26,17.0,27,2.0,2.0,710.69,1.0,0,0,1,0,0,1,0,0,1,1,0
169,160742,29,19.0,15,0.0,10.0,789.92,8.0,0,1,0,0,0,1,0,0,1,1,0
170,58339,64,49.0,8,2.0,0.0,126.0,9.0,1,0,1,1,0,0,0,0,1,0,1
171,452281,28,49.0,30,7.0,0.0,381.0,11.0,1,1,0,0,0,1,0,0,1,0,1
172,113806,39,10.0,18,4.0,0.0,662.0,18.0,1,0,1,0,0,1,0,0,1,0,1
173,22988,50,51.0,22,0.0,12.0,876.99,4.0,0,1,0,0,1,0,1,0,0,1,0
174,447960,44,3.0,1,0.0,2.0,781.06,8.0,0,0,1,0,0,1,0,0,1,1,0
175,416120,20,56.0,5,4.0,0.0,534.0,28.0,1,0,1,0,0,1,0,1,0,0,1
176,502927,45,55.0,2,2.0,10.0,777.42,11.0,0,0,1,0,0,1,1,0,0,1,0
177,161853,39,6.0,22,0.0,16.0,814.0,2.0,0,1,0,0,0,1,0,0,1,1,0
178,427690,44,44.0,25,2.0,19.0,783.08,8.0,0,0,1,1,0,0,0,0,1,1,0
179,173820,32,39.0,20,3.0,19.0,593.69,8.0,0,1,0,0,0,1,0,0,1,1,0
180,292852,24,49.0,9,0.0,18.0,592.76,8.0,0,0,1,0,1,0,1,0,0,1,0
181,278241,37,49.0,14,6.0,0.0,732.0,9.0,1,1,0,0,0,1,1,0,0,0,1
182,46550,35,49.0,1,5.0,0.0,584.0,29.0,1,1,0,0,1,0,0,1,0,0,1
183,422063,50,49.0,13,1.0,1.0,949.11,5.0,0,0,1,0,1,0,0,0,1,1,0
184,54533,33,19.0,16,1.0,0.0,472.0,24.0,1,1,0,0,1,0,1,0,0,0,1
185,47093,46,49.0,18,0.0,15.0,524.03,15.0,0,0,1,1,0,0,0,0,1,1,0
186,122527,47,60.0,4,1.0,18.0,742.24,29.0,0,0,1,0,0,1,1,0,0,1,0
187,399010,33,40.0,3,0.0,1.0,643.73,8.0,0,0,1,0,0,1,0,0,1,1,0
188,76551,32,51.0,15,2.0,15.0,750.44,12.0,0,1,0,0,1,0,1,0,0,1,0
189,77533,37,27.0,16,0.0,0.0,935.0,8.0,1,1,0,0,0,1,0,0,1,0,1
190,168715,32,34.0,7,2.0,7.0,634.88,4.0,0,1,0,1,0,0,0,0,1,1,0
191,381736,41,5.0,28,3.0,20.0,998.87,8.0,0,0,1,0,1,0,1,0,0,1,0
192,44790,24,50.0,22,0.0,18.0,607.47,18.0,0,0,1,0,1,0,1,0,0,1,0
193,37948,42,9.0,1,1.0,12.0,933.68,4.0,0,1,0,0,0,1,1,0,0,1,0
194,3706,49,50.0,5,3.0,19.0,935.02,2.0,0,1,0,1,0,0,0,0,1,1,0
195,182596,39,49.0,24,10.0,0.0,797.63,8.0,1,0,1,0,0,1,1,0,0,0,1
196,423799,43,57.0,8,3.0,6.0,978.92,21.0,0,0,1,0,1,0,0,0,1,1,0
197,470698,30,57.0,14,2.0,18.0,647.41,17.0,0,0,1,1,0,0,1,0,0,1,0
198,128985,28,53.0,17,2.0,10.0,613.68,27.0,0,0,1,0,0,1,0,0,1,1,0
199,93377,46,27.0,18,0.0,8.0,813.87,15.0,0,1,0,1,0,0,1,0,0,1,0
200,495788,29,49.0,15,0.0,2.0,463.0,25.0,0,1,0,0,0,1,0,0,1,1,0
201,43934,46,49.0,30,2.0,6.0,773.3,8.0,0,1,0,0,0,1,0,0,1,1,0
202,48356,32,39.0,2,1.0,6.0,995.57,2.0,0,0,1,1,0,0,1,0,0,1,0
203,292192,45,12.0,10,0.0,2.0,633.8,21.0,0,0,1,0,1,0,0,0,1,1,0
204,286844,37,36.0,15,3.0,11.0,901.72,12.0,0,1,0,0,0,1,0,0,1,1,0
205,500522,38,1.0,5,1.0,7.0,809.5,8.0,0,0,1,0,0,1,0,0,1,1,0
206,230083,22,60.0,24,0.0,16.0,966.89,12.0,0,1,0,1,0,0,1,0,0,1,0
207,312353,46,49.0,13,1.0,11.0,899.74,8.0,0,0,1,0,0,1,0,0,1,1,0
208,134230,50,49.0,10,5.0,0.0,459.24,28.0,1,1,0,1,0,0,1,0,0,0,1
209,272700,49,49.0,23,1.0,0.0,142.83,8.0,1,1,0,0,0,1,0,1,0,0,1
210,415808,18,26.0,20,1.0,0.0,163.0,8.0,1,1,0,1,0,0,1,0,0,0,1
211,380834,41,49.0,4,0.0,8.0,666.61,8.0,0,0,1,1,0,0,1,0,0,1,0
212,415258,25,41.0,24,0.0,2.0,703.37,26.0,0,0,1,1,0,0,0,0,1,1,0
213,14510,44,50.0,1,4.0,2.0,513.21,11.0,0,0,1,0,1,0,1,0,0,1,0
214,83126,44,18.0,12,9.0,0.0,477.0,8.0,1,0,1,0,1,0,1,0,0,0,1
215,86586,42,49.0,23,2.0,5.0,979.71,6.0,0,0,1,0,0,1,1,0,0,1,0
216,298997,34,49.0,8,1.0,19.0,920.14,29.0,0,0,1,0,0,1,1,0,0,1,0
217,81497,55,42.0,3,5.0,0.0,948.79,25.0,1,0,1,0,1,0,0,0,1,0,1
218,334342,38,18.0,21,1.0,8.0,616.22,12.0,0,0,1,1,0,0,0,0,1,1,0
219,338675,53,49.0,6,0.0,0.0,784.0,8.0,1,1,0,0,1,0,1,0,0,0,1
220,472460,18,7.0,6,9.0,0.0,745.0,21.0,1,1,0,0,1,0,1,0,0,0,1
221,498204,65,11.0,17,3.0,0.0,619.0,21.0,1,0,1,0,1,0,0,1,0,0,1
222,491320,65,3.0,30,8.0,0.0,276.12,8.0,1,0,1,1,0,0,0,0,1,0,1
223,382346,28,49.0,22,0.0,18.0,853.27,7.0,0,1,0,0,0,1,0,0,1,1,0
224,466464,37,26.0,8,2.0,8.0,662.0,8.0,0,0,1,0,1,0,0,0,1,1,0
225,143367,30,26.0,26,9.0,0.0,111.87,4.0,1,0,1,0,1,0,1,0,0,0,1
226,4943,34,49.0,23,0.0,19.0,901.67,15.0,0,0,1,1,0,0,0,0,1,1,0
227,5412,34,23.0,14,0.0,0.0,710.0,28.0,1,0,1,0,0,1,0,1,0,0,1
228,61452,20,58.0,19,3.0,0.0,679.0,24.0,1,1,0,1,0,0,0,0,1,0,1
229,15855,36,47.0,4,0.0,5.0,891.65,4.0,0,0,1,0,0,1,1,0,0,1,0
230,241412,57,35.0,23,0.0,0.0,147.0,9.0,1,1,0,0,1,0,0,0,1,0,1
231,274713,18,49.0,21,3.0,0.0,487.0,21.0,1,1,0,0,1,0,0,1,0,0,1
232,189481,51,50.0,6,0.0,0.0,814.69,10.0,1,1,0,0,1,0,0,0,1,0,1
233,247929,40,12.0,30,0.0,13.0,696.77,8.0,0,1,0,1,0,0,1,0,0,1,0
234,483701,18,49.0,16,10.0,0.0,839.8,8.0,1,1,0,1,0,0,1,0,0,0,1
235,108028,61,49.0,11,10.0,0.0,441.0,8.0,1,1,0,1,0,0,1,0,0,0,1
236,349431,42,24.0,17,0.0,0.0,683.54,10.0,0,0,1,0,1,0,1,0,0,1,0
237,150872,25,50.0,24,0.0,5.0,690.84,19.0,0,0,1,0,1,0,0,0,1,1,0
238,142961,35,49.0,11,1.0,6.0,767.35,8.0,0,0,1,0,0,1,1,0,0,1,0
239,292429,55,42.0,23,0.0,0.0,529.0,8.0,1,1,0,0,0,1,0,0,1,0,1
240,215600,35,48.0,14,0.0,11.0,571.79,8.0,0,1,0,1,0,0,1,0,0,1,0
241,308672,28,49.0,7,0.0,11.0,577.81,8.0,0,0,1,0,0,1,1,0,0,1,0
242,323170,35,24.0,16,3.0,20.0,681.69,5.0,0,1,0,1,0,0,0,0,1,1,0
243,471009,41,50.0,14,0.0,15.0,661.52,12.0,0,0,1,0,1,0,0,0,1,1,0
244,172204,41,49.0,5,3.0,0.0,856.0,8.0,1,0,1,0,1,0,0,1,0,0,1
245,344525,41,14.0,11,8.0,0.0,860.0,6.0,1,0,1,0,1,0,0,0,1,0,1
246,372429,19,41.0,9,0.0,9.0,615.6,6.0,0,0,1,0,1,0,0,0,1,1,0
247,430537,48,38.0,11,0.0,11.0,771.32,4.0,0,1,0,1,0,0,1,0,0,1,0
248,189465,32,60.0,25,0.0,6.0,701.05,6.0,0,0,1,0,0,1,1,0,0,1,0
249,235601,59,39.0,1,0.0,0.0,623.0,29.0,1,0,1,0,0,1,1,0,0,0,1
250,385833,37,13.0,14,3.0,18.0,669.49,2.0,0,1,0,0,1,0,1,0,0,1,0
251,464666,50,41.0,24,0.0,1.0,957.76,8.0,0,0,1,0,1,0,1,0,0,1,0
252,373446,37,60.0,11,0.0,10.0,138.0,15.0,0,0,1,1,0,0,0,0,1,1,0
253,45155,34,49.0,19,0.0,19.0,594.66,6.0,0,0,1,0,0,1,1,0,0,1,0
254,356314,22,39.0,26,1.0,16.0,997.16,18.0,0,0,1,0,0,1,0,0,1,1,0
255,355405,22,56.0,19,1.0,0.0,215.0,23.0,1,1,0,1,0,0,0,0,1,0,1
256,123825,49,14.0,26,0.0,15.0,672.05,6.0,0,0,1,0,1,0,0,0,1,1,0
257,428921,30,34.0,1,0.0,0.0,278.0,30.0,1,1,0,0,1,0,0,1,0,0,1
258,384151,36,30.0,9,5.0,0.0,103.79,3.0,1,1,0,0,0,1,1,0,0,0,1
259,314197,45,42.0,22,4.0,16.0,710.35,8.0,0,0,1,0,1,0,1,0,0,1,0
260,200462,48,41.0,20,0.0,13.0,934.87,2.0,0,1,0,0,1,0,0,0,1,1,0
261,189480,23,54.0,9,1.0,1.0,558.53,29.0,0,0,1,0,1,0,1,0,0,1,0
262,345391,52,37.0,21,8.0,0.0,768.0,11.0,1,0,1,0,1,0,0,0,1,0,1
263,308177,50,44.0,19,2.0,18.0,691.0,23.0,0,0,1,0,0,1,0,0,1,1,0
264,497629,57,36.0,17,9.0,0.0,494.52,19.0,1,1,0,0,1,0,1,0,0,0,1
265,463067,25,49.0,23,10.0,1.0,599.0,6.0,0,0,1,1,0,0,0,1,0,1,0
266,139218,48,49.0,22,1.0,2.0,509.69,29.0,0,0,1,0,1,0,1,0,0,1,0
267,345232,43,12.0,13,2.0,20.0,506.94,11.0,0,1,0,1,0,0,1,0,0,1,0
